Fecha,Periódico,Link
27/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200227/llegan-mas-afectados-refugio-pero-ayuda-se-reduce-tiquipaya
27/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200227/aprueban-proyecto-ley-emergencia-cochabamba-atender-desastres
27/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200227/aprueban-proyecto-ley-emergencia-cochabamba-atender-desastres
27/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200227/abrogan-norma-que-trasladaba-corso-danzarines-preparan-colecta
27/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200227/rescatan-mascota-dada-muerta-viernes-deslave-tiquipaya
28/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200228/80-casas-estan-inhabitables-aluvion-rio-taquina
28/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200228/tiquipaya-afectados-viven-medio-del-lodo-servicios-pocos-alimentos
28/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200228/tiquipaya-afectados-viven-medio-del-lodo-servicios-pocos-alimentos
28/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200228/fuerza-del-agua
28/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200228/vecinos-tiquipaya-desentierran-sus-esperanzas-lodo-piedras
28/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200228/alcaldia-oruro-envia-15-mil-litros-agua-ropa-otros-insumos-tiquipaya
28/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200228/alcaldia-oruro-entrega-viveres-vituallas-familias-afectadas-tiquipaya
29/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200229/ayuda-no-abastece-tiquipaya-evaluan-procesar-autoridades
29/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200229/promic-cerro-temas-politicos-fin-cooperacion
29/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200229/buscan-reponer-casas-victimas-del-aluvion
29/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200229/comteco-instala-lineas-fijacom-afectados
29/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200229/tiquipaya-hallan-cuerpo-vida-persona-que-fue-enterrada-mazamorra
29/02/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200301/ligan-deslaves-tiquipaya-inestabilidad-del-cerro-linkupata
01/03/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200301/acusan-cuatro-alcaldes-danos-tiquipaya-e-identifican-10-causas
01/03/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200301/anciano-que-estaba-desaparecido-es-primer-fallecido-aluvion
01/03/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200301/aluvion-tiquipaya-entierra-suenos-trabajo-costureros
01/03/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200301/amplian-campana-adopcion-perros-salvados-tiquipaya
01/03/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200301/tiquipaya-mas-45-familias-damnificadas-son-trasladadas-otros
02/03/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200302/tiquipaya-reubican-50-familias-peregrinan-otras-277
03/03/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200303/alcaldia-ofrecera-areas-verdes-reponer-casas-danadas-tiquipaya
03/03/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200303/militares-continuan-tareas-limpieza-tiquipaya
03/03/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200303/gobernacion-reporta-70-familias-damnificadas-tiquipaya-7-municipios
04/03/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200304/habilitan-paso-av-ecologica-refugio-aun-necesita-solidaridad
04/03/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200304/presentan-denuncia-contra-alcalde-tiquipaya-ex-gobernador-ivan
04/03/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200304/creemos-entrega-viveres-vituallas-damnificados-tiquipaya
05/03/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200305/mas-200-afectados-aluvion-pasan-carencias-apelan-solidaridad
06/03/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200306/ser-rescatados-del-lodo-mas-50-canes-buscan-familia
06/03/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200306/anez-entrega-insumos-35-familias-damnificadas-tiquipiya
07/03/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200307/limpian-90-casas-afectadas-aluvion-parte-del-apoyo-se-ira
08/03/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200308/rio-taquina-peligra-abandono-mala-gestion-corrupcion
08/03/2020,Los Tiempos,https://www.lostiempos.com/actualidad/cochabamba/20200308/nueve-diques-contener-aluvion-siguen-ejecutarse
